,OTU_1,OTU_71,OTU_84,OTU_92,OTU_110,OTU_136,OTU_137,OTU_138,OTU_139,OTU_140,OTU_141,OTU_142,OTU_148,OTU_149,OTU_172,OTU_186,OTU_187,OTU_188,OTU_189,OTU_200,OTU_201,OTU_220,OTU_250,OTU_277,OTU_291,OTU_294,OTU_296,OTU_298,OTU_316,OTU_323,OTU_324,OTU_332,OTU_334,OTU_350,OTU_358,OTU_387,OTU_392,OTU_398,OTU_403,OTU_405,OTU_414,OTU_418,OTU_427,OTU_429,OTU_466
SRR062925,0.9493835171966256,0.0,0.0,0.0,0.0012978585334198572,0.0006489292667099286,0.0,0.0,0.0012978585334198572,0.0012978585334198572,0.0,0.0,0.0012978585334198572,0.003893575600259572,0.001946787800129786,0.0,0.0,0.003893575600259572,0.0,0.0006489292667099286,0.0,0.0,0.0,0.0,0.001946787800129786,0.0006489292667099286,0.0,0.005191434133679429,0.005840363400389357,0.0,0.0006489292667099286,0.0,0.0,0.0,0.0,0.0012978585334198572,0.0006489292667099286,0.0,0.0,0.0,0.001946787800129786,0.0,0.005840363400389357,0.0,0.0
SRR062843,0.007077856420626896,0.0020222446916076846,0.005055611729019211,0.008088978766430737,0.006066734074823054,0.0,0.0,0.10212335692618807,0.027300303336703743,0.0,0.115267947421638,0.0,0.05358948432760364,0.003033367037411527,0.00910010111223458,0.0,0.08088978766430738,0.2103134479271992,0.006066734074823054,0.016177957532861473,0.010111223458038422,0.0,0.016177957532861473,0.004044489383215368,0.05358948432760364,0.0020222446916076846,0.01820020222446916,0.0,0.03943377148634985,0.0,0.003033367037411527,0.00910010111223458,0.0,0.0,0.0,0.0020222446916076846,0.0,0.004044489383215368,0.15470171890798787,0.0,0.0010111223458038423,0.0,0.0,0.0,0.0
SRR063028,0.8780748663101604,0.0005347593582887701,0.0,0.0,0.1037433155080214,0.0,0.0005347593582887701,0.0,0.0,0.0,0.0,0.0,0.0005347593582887701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01443850267379679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062817,0.000855431993156544,0.05988023952095808,0.0,0.0,0.00427715996578272,0.001710863986313088,0.0,0.378956372968349,0.006843455945252352,0.000855431993156544,0.0,0.000855431993156544,0.000855431993156544,0.0,0.0,0.000855431993156544,0.0,0.03849443969204448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000855431993156544,0.13686911890504705,0.000855431993156544,0.0025662959794696323,0.0,0.0,0.0,0.000855431993156544,0.0,0.01710863986313088,0.000855431993156544,0.0,0.0,0.2249786142001711,0.0,0.000855431993156544,0.001710863986313088,0.0,0.0076988879384088955,0.0
SRR062911,0.02743614001892148,0.0,0.0,0.0,0.8784295175023652,0.0,0.00425733207190161,0.0,0.00047303689687795653,0.0,0.0,0.00047303689687795653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005203405865657522,0.0,0.0,0.00047303689687795653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047303689687795653,0.0,0.0,0.0,0.0,0.0,0.0
SRR062837,0.9849076242518864,0.0,0.0,0.0,0.0,0.0,0.009888108248763986,0.0,0.0,0.0,0.0,0.0036429872495446266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026021337496747333,0.0,0.0,0.0,0.0,0.0,0.0,0.00078064012490242,0.0,0.00026021337496747333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062865,0.003886729594669628,0.0,0.0,0.001110494169905608,0.5896724042198779,0.0,0.0,0.0,0.0,0.0,0.0,0.11660188784008885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2509716823986674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062711,0.00043252595155709344,0.054498269896193774,0.0,0.0,0.0,0.019463667820069204,0.0,0.0,0.0025951557093425604,0.005190311418685121,0.0,0.0,0.0,0.0,0.17171280276816608,0.0,0.0,0.04844290657439446,0.0038927335640138406,0.0,0.0,0.02984429065743945,0.00043252595155709344,0.0008650519031141869,0.005190311418685121,0.0008650519031141869,0.0025951557093425604,0.02551903114186851,0.0021626297577854677,0.0,0.0,0.0,0.0,0.005622837370242215,0.019463667820069204,0.015570934256055362,0.0,0.0,0.0,0.0017301038062283738,0.07569204152249134,0.0021626297577854677,0.01384083044982699,0.010813148788927337,0.0
SRR063008,0.3908730158730159,0.0,0.0,0.000992063492063492,0.5902777777777778,0.0,0.00496031746031746,0.0,0.0,0.0,0.0,0.000496031746031746,0.0,0.000496031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000496031746031746,0.0,0.0,0.0,0.000992063492063492,0.0,0.0,0.00992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062851,0.996124031007752,0.0,0.0,0.0,0.0031007751937984496,0.0003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR063017,0.0004625346901017577,0.0,0.0,0.0023126734505087877,0.0,0.0009250693802035152,0.0,0.0,0.08001850138760408,0.0,0.0,0.02497687326549491,0.0,0.011100832562442185,0.0004625346901017577,0.0,0.0,0.0009250693802035152,0.0,0.0,0.1498612395929695,0.0,0.0,0.0009250693802035152,0.0,0.0009250693802035152,0.0,0.0,0.0023126734505087877,0.0,0.0,0.0,0.0,0.0,0.0018501387604070304,0.0,0.0004625346901017577,0.0,0.6739130434782609,0.0,0.0,0.0,0.0,0.003700277520814061,0.0
SRR062872,0.15377237851662404,0.0,0.0,0.0,0.8014705882352942,0.001278772378516624,0.004475703324808184,0.0,0.00031969309462915604,0.00031969309462915604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031969309462915604,0.0,0.0,0.0,0.0,0.001278772378516624,0.0,0.0,0.0,0.021099744245524292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031969309462915604,0.0
SRR062949,0.0004812319538017325,0.0,0.0,0.0,0.981713185755534,0.0,0.0028873917228103944,0.0,0.0,0.0,0.0,0.009143407122232916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014436958614051972,0.0,0.0,0.0004812319538017325,0.0,0.0,0.0,0.0,0.0,0.0004812319538017325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062870,0.8619528619528619,0.0,0.0,0.0,0.0,0.0,0.0,0.0016835016835016836,0.010101010101010102,0.0,0.0,0.0,0.0016835016835016836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06902356902356903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016835016835016836,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.008417508417508417,0.0
SRR062746,0.9059923034634416,0.0038482682792743274,0.0,0.0,0.0010995052226498076,0.0,0.01594282572842221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06652006597031336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062712,0.4093186372745491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001002004008016032,0.000501002004008016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5886773547094188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062772,0.1545945945945946,0.0,0.0,0.0,0.012972972972972972,0.0,0.0,0.022702702702702703,0.011891891891891892,0.0,0.0,0.0,0.014054054054054054,0.0,0.0,0.0,0.17945945945945946,0.04108108108108108,0.0,0.007567567567567566,0.032432432432432434,0.0,0.0,0.0,0.0,0.001081081081081081,0.1372972972972973,0.0,0.002162162162162162,0.001081081081081081,0.0,0.011891891891891892,0.001081081081081081,0.0,0.0,0.0,0.0,0.001081081081081081,0.08432432432432432,0.0,0.0,0.0,0.0,0.008648648648648649,0.0
SRR062900,0.0,0.0,0.0,0.0,0.0013003901170351106,0.0,0.0,0.14564369310793238,0.015604681404421328,0.0,0.0013003901170351106,0.0,0.0,0.0013003901170351106,0.0,0.0,0.435630689206762,0.02340702210663199,0.0,0.0078023407022106625,0.0,0.0,0.0013003901170351106,0.0,0.013003901170351105,0.0,0.2964889466840052,0.0013003901170351106,0.0,0.0,0.0,0.0,0.0,0.002600780234070221,0.02860858257477243,0.0,0.0,0.0,0.002600780234070221,0.0,0.0,0.0,0.0,0.0013003901170351106,0.009102730819245772
SRR062676,0.16230366492146595,0.0041884816753926715,0.0,0.0,0.0010471204188481676,0.01099476439790576,0.0015706806282722516,0.015183246073298427,0.0010471204188481676,0.0,0.0,0.5958115183246073,0.0,0.005235602094240838,0.007853403141361256,0.0,0.0,0.0015706806282722516,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0356020942408377,0.0005235602094240838,0.0015706806282722516,0.008900523560209423,0.0,0.0,0.0015706806282722516,0.0,0.0,0.0020942408376963357,0.0,0.0,0.0,0.004712041884816754,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0
SRR062734,0.00044464206313917296,0.0,0.0,0.0,0.9982214317474432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062901,0.005608524957936063,0.0,0.0,0.0,0.0005608524957936064,0.019068984856982614,0.0,0.0,0.0,0.01177790241166573,0.0,0.7992148065058889,0.003925967470555244,0.0,0.0016825574873808188,0.0,0.0,0.01177790241166573,0.0,0.0,0.0,0.0,0.0,0.00448681996634885,0.0,0.027481772293886708,0.0028042624789680315,0.03028603477285474,0.03477285473920358,0.0,0.0,0.0,0.0,0.0,0.005047672462142457,0.0,0.0011217049915872128,0.0,0.0,0.0016825574873808188,0.0011217049915872128,0.0,0.0005608524957936064,0.0,0.0
SRR062940,0.0005359056806002144,0.003215434083601286,0.0,0.0,0.9640943193997856,0.0,0.01607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015541264737406215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR063027,0.0010256410256410256,0.0035897435897435897,0.0,0.0005128205128205128,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.021025641025641025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0,0.0,0.002564102564102564,0.0,0.0,0.0,0.9446153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062709,0.9902853673345476,0.0030358227079538553,0.0,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030358227079538553,0.0,0.0,0.0,0.0,0.0012143290831815425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006071645415907711,0.0,0.0,0.0,0.0,0.0,0.0
SRR062779,0.001176470588235294,0.005294117647058822,0.0,0.0,0.002352941176470588,0.0,0.0,0.000588235294117647,0.04647058823529412,0.006470588235294118,0.0,0.0,0.004705882352941176,0.002352941176470588,0.0029411764705882357,0.005294117647058822,0.0,0.06294117647058824,0.04294117647058823,0.0017647058823529415,0.06764705882352941,0.0,0.002352941176470588,0.0,0.03176470588235294,0.3052941176470588,0.00411764705882353,0.01588235294117647,0.01647058823529412,0.0,0.010588235294117648,0.0,0.0,0.0,0.01,0.02,0.001176470588235294,0.001176470588235294,0.25823529411764706,0.0,0.020588235294117647,0.003529411764705883,0.012941176470588235,0.010588235294117648,0.0
SRR062707,0.53486529318542,0.005546751188589541,0.0,0.0,0.000792393026941363,0.0,0.0,0.01584786053882726,0.0,0.000792393026941363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012678288431061807,0.0,0.0,0.0,0.0,0.01584786053882726,0.015055467511885898,0.0,0.001584786053882726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3803486529318542,0.0,0.0,0.0,0.0,0.01584786053882726,0.0
SRR062695,0.0,0.0,0.0,0.0,0.9954648526077098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007558578987150416,0.0,0.0,0.0003779289493575208,0.0,0.0,0.0,0.0,0.0,0.0007558578987150416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062758,0.933734939759036,0.012424698795180723,0.0,0.0003765060240963856,0.004894578313253011,0.0007530120481927711,0.005271084337349397,0.0,0.0007530120481927711,0.0,0.0,0.0030120481927710845,0.0,0.0026355421686746986,0.0003765060240963856,0.0,0.0,0.0011295180722891564,0.0,0.0003765060240963856,0.0022590361445783127,0.0003765060240963856,0.0,0.0007530120481927711,0.0,0.0011295180722891564,0.0,0.0,0.01091867469879518,0.0,0.0,0.0,0.005647590361445783,0.0,0.0007530120481927711,0.0,0.0,0.0,0.00338855421686747,0.0,0.0,0.0007530120481927711,0.0,0.0003765060240963856,0.0
SRR062999,0.2771599657827203,0.0,0.0,0.0,0.6595380667236954,0.000427715996578272,0.001710863986313088,0.0,0.001283147989734816,0.0,0.0,0.000855431993156544,0.0,0.005560307955517536,0.000427715996578272,0.0,0.006843455945252352,0.000855431993156544,0.0,0.00427715996578272,0.00598802395209581,0.0,0.0,0.000427715996578272,0.0,0.003421727972626176,0.000427715996578272,0.000427715996578272,0.001283147989734816,0.002994011976047905,0.0,0.0,0.016253207869974338,0.0,0.000427715996578272,0.0,0.0,0.0,0.008126603934987169,0.0,0.0,0.0,0.0,0.0,0.0
SRR063013,0.0,0.0,0.0,0.0,0.9969122187913542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004411116012351125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013233348037053375,0.0,0.0,0.0,0.0,0.0,0.0004411116012351125,0.0,0.0,0.0,0.0,0.0,0.0
SRR062683,0.0,0.0,0.0,0.00019073049780659929,0.0,0.0005721914934197979,0.023269120732405116,0.0,0.0005721914934197979,0.00019073049780659929,0.0,0.9263780278466528,0.0,0.0,0.0,0.0,0.0,0.011253099370589357,0.0,0.0,0.0,0.0,0.0,0.0007629219912263971,0.00038146099561319857,0.00038146099561319857,0.00019073049780659929,0.0,0.003623879458325385,0.0,0.01392332633988175,0.0,0.00038146099561319857,0.0,0.003623879458325385,0.0013351134846461947,0.00019073049780659929,0.00019073049780659929,0.0,0.00038146099561319857,0.0,0.0,0.0007629219912263971,0.0055311844363913785,0.0
SRR062828,0.9395559210526316,0.0,0.0,0.0,0.0012335526315789473,0.0078125,0.0,0.0,0.00041118421052631577,0.0012335526315789473,0.0,0.0,0.00041118421052631577,0.0012335526315789473,0.0024671052631578946,0.003289473684210526,0.0,0.010279605263157895,0.0,0.0008223684210526315,0.0,0.0,0.0,0.0008223684210526315,0.00041118421052631577,0.004523026315789474,0.0,0.0,0.0028782894736842104,0.0,0.0012335526315789473,0.0,0.004111842105263158,0.0,0.0024671052631578946,0.001644736842105263,0.0,0.0,0.0,0.0008223684210526315,0.0012335526315789473,0.0,0.001644736842105263,0.0,0.0
SRR062921,0.5397890699904123,0.0,0.0,0.0,0.0,0.0,0.0,0.01725790987535954,0.013422818791946308,0.0,0.0,0.0,0.0,0.0019175455417066156,0.0,0.0,0.0009587727708533076,0.1812080536912752,0.0009587727708533076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21476510067114093,0.0,0.0,0.0,0.0009587727708533076,0.02588686481303931,0.0
SRR062955,0.8638794360719494,0.0024307243558580453,0.0,0.0,0.1317452600875061,0.0,0.0,0.0,0.0,0.0,0.0,0.00048614487117160907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048614487117160907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062894,0.9165417291354324,0.0,0.0,0.0,0.013993003498250877,0.0,0.0029985007496251873,0.0,0.0004997501249375311,0.0,0.0,0.0049975012493753135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004997501249375311,0.0,0.0,0.0,0.0,0.0,0.0009995002498750622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062804,0.003023758099352052,0.0,0.0,0.0,0.00043196544276457883,0.1693304535637149,0.0,0.00043196544276457883,0.015550755939524838,0.01123110151187905,0.0,0.0,0.0021598272138228947,0.0012958963282937365,0.0,0.0,0.0008639308855291578,0.13218142548596112,0.005183585313174946,0.0,0.0,0.0,0.0,0.0,0.0012958963282937365,0.0,0.014254859611231104,0.07516198704103673,0.016846652267818573,0.0,0.12311015118790496,0.0,0.04319654427645788,0.002591792656587473,0.016846652267818573,0.009071274298056157,0.0021598272138228947,0.00043196544276457883,0.21684665226781855,0.009935205183585313,0.0038876889848812094,0.005615550755939525,0.02116630669546436,0.00043196544276457883,0.0
SRR062967,0.8244880902632679,0.0,0.0,0.0,0.0,0.0,0.0058503969912244045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008357709987463437,0.0,0.0,0.0,0.16673631424989552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041788549937317183,0.0,0.0,0.0
SRR062964,0.29481792717086835,0.0,0.0,0.0,0.0,0.0,0.0,0.020308123249299717,0.011204481792717087,0.0,0.01330532212885154,0.0,0.0,0.0021008403361344537,0.0,0.0,0.211484593837535,0.0,0.0,0.004201680672268907,0.0070028011204481795,0.0,0.0,0.0,0.0,0.0,0.25210084033613445,0.0,0.0007002801120448178,0.0,0.0,0.0021008403361344537,0.0,0.0,0.01610644257703081,0.0,0.0,0.0028011204481792717,0.13935574229691874,0.0,0.0,0.0,0.0,0.004201680672268907,0.011904761904761904
SRR063040,0.0,0.0,0.0,0.0,0.9898125509372452,0.0,0.0,0.0,0.0,0.0,0.0,0.0012224938875305626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008964955175224124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062768,0.0,0.0,0.0,0.0,0.0,0.0,0.0009940357852882703,0.0,0.0,0.0,0.0,0.008946322067594433,0.0,0.0,0.0,0.0,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003976143141153081,0.0,0.0,0.0,0.4930417495029821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062889,0.9218567763004432,0.0,0.0,0.00023326335432703526,0.00023326335432703526,0.00023326335432703526,0.0,0.0,0.0,0.0,0.0,0.0004665267086540705,0.0,0.0,0.0,0.0,0.0,0.0018661068346162817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004665267086540705,0.0,0.0,0.0004665267086540705,0.0,0.0,0.0,0.0734779566130161,0.0,0.00023326335432703526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062755,0.02987197724039829,0.0,0.0,0.002844950213371266,0.004267425320056899,0.0,0.0,0.04125177809388336,0.04125177809388336,0.007112375533428166,0.002844950213371266,0.0,0.034139402560455195,0.001422475106685633,0.0,0.11948790896159316,0.009957325746799429,0.1209103840682788,0.0,0.014224751066856332,0.03271692745376956,0.038406827880512084,0.004267425320056899,0.004267425320056899,0.002844950213371266,0.0,0.09246088193456614,0.0,0.04125177809388336,0.0,0.022759601706970133,0.001422475106685633,0.0,0.02418207681365576,0.059743954480796585,0.022759601706970133,0.001422475106685633,0.0,0.02418207681365576,0.011379800853485065,0.002844950213371266,0.004267425320056899,0.08677098150782361,0.002844950213371266,0.0
SRR062773,0.029396596183599792,0.0,0.0,0.0005157297576070138,0.9479112944816916,0.0010314595152140279,0.0,0.0,0.0,0.0005157297576070138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015471892728210418,0.0,0.0,0.0,0.008251676121712223,0.0,0.0,0.0,0.0,0.0,0.0,0.0010314595152140279,0.0,0.0,0.0,0.0,0.0
SRR063064,0.7674825174825175,0.0,0.0,0.0,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0005827505827505828,0.0,0.0,0.0,0.0005827505827505828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757577,0.0,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005827505827505828,0.0,0.0,0.0
SRR062929,0.0,0.0,0.0,0.0005694760820045558,0.0,0.015375854214123009,0.0,0.0,0.002277904328018223,0.0017084282460136677,0.0,0.0,0.0,0.0,0.0,0.0005694760820045558,0.0,0.002277904328018223,0.0,0.0005694760820045558,0.0,0.0,0.0,0.0034168564920273353,0.0,0.02164009111617312,0.0011389521640091116,0.0,0.007972665148063782,0.0,0.0,0.0,0.9020501138952164,0.0,0.0005694760820045558,0.0,0.0,0.0,0.0,0.0,0.0011389521640091116,0.0,0.0011389521640091116,0.0,0.0005694760820045558
SRR062692,0.0,0.0,0.0,0.0,0.0,0.01473684210526316,0.0,0.15789473684210525,0.05473684210526316,0.0,0.0,0.0,0.0,0.0,0.018947368421052636,0.0,0.0,0.28842105263157897,0.0,0.0,0.0,0.0042105263157894745,0.0,0.0,0.021052631578947368,0.03368421052631579,0.0,0.0,0.0042105263157894745,0.0,0.01473684210526316,0.0,0.0,0.00631578947368421,0.08842105263157894,0.0,0.0,0.0,0.05894736842105262,0.0,0.0042105263157894745,0.0,0.0021052631578947372,0.01263157894736842,0.0
SRR062880,0.10340775558166862,0.0,0.0011750881316098707,0.0,0.002350176263219741,0.0,0.0,0.07520564042303172,0.01527614571092832,0.0,0.0,0.0,0.0,0.002350176263219741,0.0,0.0,0.0,0.0,0.0,0.0035252643948296123,0.002350176263219741,0.0,0.0,0.0,0.0,0.002350176263219741,0.7391304347826086,0.0,0.002350176263219741,0.0,0.0,0.0,0.0,0.0,0.008225616921269096,0.0,0.0,0.022326674500587545,0.01410105757931845,0.0,0.0,0.0,0.0,0.002350176263219741,0.0035252643948296123
SRR062788,0.0,0.0,0.0,0.0,0.008646998982706003,0.0,0.0,0.0,0.0,0.0,0.0,0.9715157680569684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000508646998982706,0.003051881993896236,0.0
SRR062893,0.005747126436781609,0.0,0.0,0.0,0.9922003284072248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR063022,0.9865181711606096,0.010550996483001172,0.0,0.0,0.0005861664712778429,0.0,0.0,0.0,0.0005861664712778429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723329425556855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062912,0.9980237154150198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009881422924901183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004940711462450593,0.0,0.0,0.0,0.0,0.0004940711462450593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062760,0.0007235890014471781,0.0,0.0007235890014471781,0.0,0.002170767004341534,0.0,0.0,0.03039073806078148,0.01085383502170767,0.0,0.0028943560057887122,0.0,0.006512301013024602,0.006512301013024602,0.0014471780028943561,0.0,0.5354558610709117,0.07525325615050651,0.00361794500723589,0.005065123010130246,0.0007235890014471781,0.0,0.0028943560057887122,0.0,0.002170767004341534,0.0,0.18306801736613604,0.0007235890014471781,0.0,0.0,0.0,0.0,0.0,0.009406657018813314,0.00723589001447178,0.0,0.0,0.00723589001447178,0.06078147612156296,0.0,0.0,0.0,0.0007235890014471781,0.00361794500723589,0.03835021707670044
SRR063029,0.003033980582524272,0.0,0.0,0.0,0.9514563106796116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006067961165048543,0.0,0.0,0.0,0.0,0.02669902912621359,0.0006067961165048543,0.0024271844660194173,0.0006067961165048543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062993,0.9427633977397012,0.0007291286912139992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056142909223477935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR063050,0.0007791195948578108,0.0,0.0,0.0,0.950915465523958,0.0,0.0015582391897156216,0.0,0.0,0.0,0.0,0.0007791195948578108,0.0,0.0019477989871445266,0.0,0.0,0.0,0.001168679392286716,0.0,0.0,0.0,0.0,0.0,0.0007791195948578108,0.0,0.0,0.0,0.0,0.0038955979742890533,0.0,0.0003895597974289053,0.0,0.0003895597974289053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003895597974289053,0.0,0.0
