ncbi_taxon_id,scientific_name
234908,Sutterella stercoricanis
236753,Fastidiosipila sanguinis
237258,Cloacibacterium normanense
237446,Lactobacillus kitasatonis
238015,Lactobacillus vini
238834,Clostridium estertheticum
239935,Akkermansia muciniphila
239974,Nocardiopsis valliformis
239984,Nocardiopsis ganjiahuensis
240427,Lactobacillus paracollinoides
242750,Prevotella bergensis
243924,Pseudomonas lutea
246167,Vibrio crassostreae
246618,Bifidobacterium thermacidophilum
246787,Bacteroides cellulosilyticus
251535,Candidatus Blochmannia vafer
253239,Ethanoligenens harbinense
253245,Owenweeksia hongkongensis
254785,Streptococcus halichoeri
255507,Arcobacter cibarius
255723,Slackia faecicanis
256325,Psychrobacter maritimus
256466,Pseudomonas japonica
256847,Lentisphaera araneosa
257003,Sphingomonas phyllosphaerae
258224,Corynebacterium resistens
261299,Intestinibacter bartlettii
263475,Viridibacillus arvi
264027,Algoriphagus marincola
264463,Anaerosporobacter mobilis
264697,Bacillus muralis
265291,Comamonas badia
267818,Lactobacillus kefiranofaciens
268410,Rhodovarius lipocyclicus
269261,Nitratifractor salsuginis
270498,Catabacter hongkongensis
271420,Pseudomonas xanthomarina
273164,Pontibacillus marinus
281362,Dechloromonas denitrificans
281920,Porphyromonas uenonis
282125,Sutterella sanguinus
282402,Prevotella multiformis
282685,Nocardia jiangxiensis
283734,Staphylococcus pseudintermedius
284042,Streptomyces violaceorubidus
288000,Bradyrhizobium sp. BTAi1
288769,Tepidimonas arfidensis
288965,[Clostridium] clariflavum
290053,Bacteroides helcogenes
290112,Xenorhabdus szentirmaii
290309,Comamonas granuli
290400,Jannaschia sp. CCS1
290588,Bacillus oshimensis
291644,Bacteroides salyersiae
291645,Bacteroides nordii
294710,Proteiniphilum acetatigenes
294935,Enterovibrio coralii
301301,Roseburia hominis
301302,Roseburia faecis
302449,Corynebacterium tuscaniense
304207,Lactobacillus harbinensis
305719,Prevotella baroniae
305793,Lactobacillus nantensis
307126,Lactobacillus apodemi
308892,Bacillus boroniphilus
308994,Dialister propionicifaciens
309120,Dialister micraerophilus
310297,Bacteroides plebeius
310298,Bacteroides coprocola
310300,Bacteroides pyogenes
310514,Prevotella multisaccharivorax
314275,Alteromonas mediterranea
315405,Streptococcus gallolyticus
319644,Saccharofermentans acetigenes
321327,Synechococcus sp. JA-3-3Ab
326522,Neisseria animaloris
327939,Pseudoalteromonas byunsanensis
328812,Parabacteroides goldsteinii
328813,Alistipes onderdonkii
328814,Alistipes shahii
329854,Bacteroides intestinalis
330214,Nitrospira defluvii
330920,Sphingomonas azotifigens
332163,Candidatus Solibacter usitatus
332249,Truepera radiovictrix
337315,Candidatus Peptoniphilus massiliensis
338188,Bacteroides finegoldii
341220,Lactonifactor longoviformis
341225,[Clostridium] saccharogumia
341694,Peptostreptococcus stomatis
343332,Kopriimonas byunsanensis
349096,Pectinatus haikarae
349931,Clostridium cavendishii
351091,Oscillibacter valericigenes
354356,Niastella koreensis
356829,Bifidobacterium tsurumiense
357276,Bacteroides dorei
357808,Roseiflexus sp. RS-1
358742,[Clostridium] aldenense
358743,[Clostridium] citroniae
360807,Roseburia inulinivorans
360911,Exiguobacterium sp. AT1b
361872,Helicobacter equorum
362413,Flavobacterium aquidurense
363277,Ktedonobacter racemifer
363832,Solirubrobacter soli
367282,Deinococcus yunweiensis
370977,Brevundimonas aveniformis
370979,Flavobacterium defluvii
371601,Bacteroides xylanisolvens
375929,Natranaerobius thermophilus
376620,Gluconobacter japonicus
376804,Bacteroides barnesiae
376805,Bacteroides salanitronis
376806,Bacteroides gallinarum
377615,Thermobacillus composti
381706,Oceanobacillus chironomi
381741,Lactobacillus thailandensis
384638,[Bacteroides] pectinophilus
386414,Prevotella timonensis
386608,Trigonala elaeagnus
387090,Bacteroides coprophilus
387661,Parabacteroides johnsonii
390877,Nisaea denitrificans
392333,Geoalkalibacter ferrihydriticus
392409,Sphingomonas jaspsi
392566,Lactobacillus aquaticus
392589,Perlucidibaca piscinae
393921,Porphyromonas crevioricanis
395922,Coraliomargarita akajimensis
397865,Barnesiella viscericola
399726,Thermoanaerobacter sp. X514
400390,Alkalimonas collagenimarina
400772,Microbacterium ginsengisoli
404900,Geminicoccus roseus
405446,Stenotrophomonas terrae
407019,Sphingomonas astaxanthinifaciens
410072,Coprococcus comes
413889,Caldicellulosiruptor kronotskyensis
415425,Flavobacterium terrae
415956,Sphingobacterium composti Yoo et al. 2007
416016,Flavobacterium cucumis
417621,Kaistella flava
417948,Brevibacterium album
419005,Prevotella amnii
419015,Alloscardovia omnicolens
421767,Bacillus butanolivorans
423605,Elusimicrobium minutum
425254,Cellulosilyticum ruminicola
425358,Bacillus sp. CCBAU 10775
425941,Prevotella nanceiensis
426421,Sediminibacterium salmoneum
427683,Methylobacterium platani
427918,Nitriliruptor alkaliphilus
427920,Bacillus alkalinitrilicus
428712,Jonquetella anthropi
437898,Sutterella parvirubra
439703,Prevotella maculosa
441500,Corynebacterium timonense
441501,Corynebacterium massiliense
443143,Geobacter sp. M18
449659,Lactobacillus pobuzihii
450367,[Brevibacterium] frigoritolerans
452084,Chryseobacterium aquaticum
454154,Paraprevotella clara
454155,Paraprevotella xylaniphila
454171,Chthonomonas calidirosea
455436,Glaciecola sp. HTCC2999
456827,Candidatus Cloacimonas acidaminovorans
461876,Alkaliphilus oremlandii
465721,Steroidobacter denitrificans
467210,Lachnoanaerobaculum saburreum
470565,Prevotella histicola
471189,Gordonibacter pamelaeae
472113,Geofilum rubicundum
475254,Pedobacter borealis
477666,Bacteroides graminisolvens
479117,Brevibacterium ravenspurgense
480930,Lactobacillus odoratitofui
481743,Paenibacillus sp. Y412MC10
483012,Lactobacillus cacaonum
487175,Parasutterella excrementihominis
487316,Acinetobacter soli
487317,Aequorivita capsosiphonis
487698,Stenotrophomonas pavanii
490189,Flavobacterium caeni
501592,Kocuria gwangalliensis
502558,Eggerthella sp. YY7918
503170,Salisaeta longa
504487,Jejuia pallidilutea
508460,Cloacibacillus evryensis
516075,Providencia sneebia
517011,Stenotrophomonas chelatiphaga
519472,Vagococcus teuberi
520080,Lactobacillus sp. KLDS 1.0713
520083,Lactobacillus sp. KLDS 1.0716
520085,Lactobacillus sp. KLDS 1.0718
521157,Weissella sp. KLDS 7.0701
521466,Bacillus sp. CCBAU 10778
525640,Paracoccus chinensis
535744,Cronobacter universalis
536633,Blautia glucerasea
540746,Rudaea cellulosilytica
544645,Butyricimonas virosa
545533,Alishewanella jeotgali
547163,Mycobacterium vulneris
551459,Chryseobacterium piscicola
552357,Shewanella fodinae
572010,Slackia isoflavoniconvertens
574375,Bacillus gaemokensis
574930,Parabacteroides gordonii
574963,Wandonia haliotis
576610,Polynucleobacter necessarius
580165,Bacillus cytotoxicus
582850,Sporosarcina luteola
587753,Pseudomonas chlororaphis
588932,Brevundimonas naejangsanensis
589436,Prevotella fusca
589437,Prevotella scopos
589537,Prevotella dentasini
592978,Ruminococcus faecis
604330,Olsenella umbonata
614671,Sphingosinicella vermicomposti
626930,Bacteroides fluxus
626931,Bacteroides oleiciplenus
626932,Alistipes indistinctus
626933,Odoribacter laneus
626935,Collinsella tanakaei
626937,Christensenella minuta
626947,Parasutterella secunda
633415,Aeromonas sanarellii
633417,Aeromonas taiwanensis
633701,Prevotella saccharolytica
633813,Rhodothermus profundi
638619,Bifidobacterium actinocoloniiforme
638849,Pyramidobacter piscolens
645466,Anaerostipes butyraticus
649841,Sulfuricella denitrificans
650643,Alistipes sp. RMA 9912
652716,Prevotella sp. oral taxon 299
658062,Candidatus Koribacter versatilis
658457,Pseudomonas composti
659243,Bacillus siamensis
666685,Rhodanobacter denitrificans
671224,Selenomonas artemidis
671267,Bacteroides sartorii
673862,Candidatus Babela massiliensis
676599,Stenotrophomonas panacihumi
679249,Lactobacillus floricola
682179,Bacillus luteolus
691816,Bacteroides rodentium
701529,Peptoniphilus sp. JCM 8143
702114,Methylomonas koyamae
717609,Caldicellulosiruptor obsidiansis
722472,Bradyrhizobium lablabi
741091,Rahnella sp. Y9602
745310,Sphingomonas sp. MM-1
745368,Gemmiger formicilis
755171,Peptoniphilus tyrrelliae
762209,Bifidobacterium callitrichos
762210,Bifidobacterium saguini
762211,Bifidobacterium stellenboschense
762212,Bifidobacterium biavatii
797292,Sphingobacterium alimentarium
857252,Pseudomonas aestusnigri
863643,Thermincola potens
866801,Lactobacillus ozensis
871324,Bacteroides stercorirosoris
871325,Bacteroides faecichinchillae
882211,Pseudomonas deceptionensis
884684,Mageeibacillus indolicus
885581,Desulfosporosinus acidiphilus
889268,Nannocystis pusilla
907224,Peptoniphilus methioninivorax
930124,Bacillus halosaccharovorans
931533,Lactobacillus saniviri
943673,Lactobacillus brantae
944671,Lactobacillus nasuensis
983706,Bifidobacterium reuteri
984307,Paraburkholderia kururiensis
994609,Arthrobacter sp. KOPRI 25755
999468,Sphingobacterium sp. LMG 8345
1002672,Candidatus Pelagibacter sp. IMCC9063
1034636,Providencia sp. BIHB 1402
1041504,Candidatus Arthromitus sp. SFB-rat-Yit
1042156,Clostridium sp. SY8519
1071390,Acinetobacter sp. NBRC 100985
1071850,Arthrobacter sp. CCBAU 10838
1071862,Chryseobacterium sp. CCBAU 10985
1077256,Methanosphaera cuniculi
1078392,Aggregatibacter sp. CCUG 36139
1078480,Haemophilus sputorum
1097668,Burkholderia sp. YI23
1110546,Veillonella tobetsuensis
1113584,Gluconobacter sp. NBRC 3259
1113588,Bacillus sp. NBRC 3527
1113609,Sphingobacterium sp. NBRC 13496
1113656,Psychrobacter sp. NBRC 15753
1113696,Halomonas sp. NBRC 100990
1113709,Psychrobacter sp. NBRC 101052
1113738,Bacillus sp. NBRC 101224
1113741,Bacillus sp. NBRC 101250
1113785,Brochothrix sp. NBRC 101651
1113802,Marinobacter sp. NBRC 101709
1113908,Halomonas sp. NBRC 102403
1113922,Sphingobium sp. NBRC 103272
1114008,Lactobacillus sp. NBRC 107185
1114067,Weissella sp. NBRC 107245
1121298,Clostridium amylolyticum
1121830,Fodinicurvata fenggangensis
1121961,Hirschia maritima
1123045,Ponticaulis koreensis
1124188,Flavobacterium fontis
1124597,Magnetococcus marinus
1126833,Paenibacillus beijingensis
1131462,Dehalobacter sp. CF
1131707,Sphaerochaeta pleomorpha
1133319,Bacteroides reticulotermitis
1134563,Prevotella sp. JCM 6348
1134687,Klebsiella michiganensis
1144661,Acinetobacter sp. CIP 101934
1144673,Acinetobacter sp. CIP 64.7
1146890,Paenibacillus sp. YIM 110206
1147129,Dehalobacter sp. DCA
1148157,Acinetobacter oleivorans
1161942,Ruminococcus champanellensis
1162717,Streptobacillus hongkongensis
1169913,Vulcaniibacterium thermophilum
1177728,Varibaculum sp. CCUG 31793
1195760,Wenyingzhuangia marina
1203033,Lactobacillus hominis
1223514,Corynebacterium humireducens
1229909,Candidatus Nitrosopumilus sp. AR2
1297750,Bacteroides luti
1329370,Halomonas qiaohouensis
1385387,Streptococcus sp. MR-1949
1406512,Candidatus Methanomassiliicoccus intestinalis
1411150,Sphaerochaeta sp. DSM 26296
1416614,Gloeobacter kilaueensis
1450648,Clostridium oryzae
1453492,Chryseobacterium hispalense
1453594,Sphingobacterium sp. YIM 101302
1463837,Streptomyces sp. NRRL B-3253
1463840,Streptomyces sp. NRRL F-2305
1463864,Streptomyces sp. NRRL F-5630
1465521,Lactobacillus sp. JCM 8672
1465754,Alistipes timonensis
1487956,Corynebacterium sp. ATCC 6931
1488214,Brenneria sp. IHBB 6841
1488215,Brenneria sp. IHBB 6858
1490051,Anoxybacillus geothermalis
1505723,Lactobacillus bombicola
1550609,Rheinheimera japonica
1586267,Apibacter mensalis
1590651,Paenibacillus sp. VKM B-2647
1608994,Pseudomonas weihenstephanensis
1611423,Flavobacterium sp. DSM 9626
1644106,Ammoniphilus sp. YIM 78166
1646377,Rouxiella sp. 323
1661032,Pseudomonas sp. NBRC 111117
1661050,Pseudomonas sp. NBRC 111135
1661055,Pseudomonas sp. NBRC 111140
1661059,Pseudomonas sp. NBRC 111144
1671366,Ruminococcus sp. DSM 100440
1691891,Nonomuraea sp. NBRC 110462
1746653,Cellulosimicrobium sp. HBUM179776
1755604,Bacteroides sp. MC_13
1755607,Bacteroides sp. MC_16
1755626,Faecalibacterium sp. MC_41
1755629,Victivallis sp. MC_44
1776082,Shigella sp. SF-2015
1796622,Clostridium sp. 40cc-B-5824-ARE
1811976,Bacillus sp. KCTC 13219
1827099,Peptoniphilus sp. JCM 8141
1844653,Lysinibacillus sp. VKM B-713
1859290,Corynebacterium sp. YIM 101343
1870820,Paenibacillus sp. IHBB 9852
