,OTU_1,OTU_7253,OTU_7127,OTU_2292,OTU_284,OTU_9603,OTU_7152,OTU_11716,OTU_5701,OTU_10700,OTU_6635,OTU_10303,OTU_11671,OTU_7527,OTU_7063,OTU_8097,OTU_5045,OTU_3298,OTU_3098,OTU_4159,OTU_8867,OTU_5065,OTU_6950,OTU_3689,OTU_4464,OTU_4589,OTU_4234,OTU_8199,OTU_4165,OTU_5068,OTU_9529,OTU_2124,OTU_3110,OTU_3486,OTU_6246,OTU_7004,OTU_7060,OTU_11643,OTU_10638,OTU_1148,OTU_9680,OTU_8197,OTU_3887,OTU_7573,OTU_11767,OTU_10457,OTU_11720,OTU_2995,OTU_3232,OTU_7102
DOM025,0.0251176154841969,0.0,1.578731331502005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.578731331502005e-05,0.0,0.0,0.0,0.0,3.15746266300401e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15746266300401e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.578731331502005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOF002,0.0004930184060204914,0.0,0.0,0.0,0.0,5.666878230120591e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666878230120591e-06,0.0,0.0,0.0,0.0,1.7000634690361773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM026,0.005177317095634881,0.0,0.0,0.0,3.75930663348452e-07,0.0,0.0,3.75930663348452e-07,0.0,3.75930663348452e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51861326696904e-07,0.0,0.0,8.270474593665944e-06,8.759184456018932e-05,0.0,0.0,0.0,3.75930663348452e-07,0.0,0.0,0.0,3.75930663348452e-07,0.0,0.0,3.75930663348452e-07,0.0,0.0,0.0,5.263029286878328e-06,0.0,0.0,1.503722653393808e-06,0.00011014768436109644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOF011,0.013435393016060842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10868287952931e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0543414397646548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM014,0.011912446042706566,0.0,0.0,0.0,0.0,0.0,0.0,3.0374945287129803e-07,0.0,0.0,3.0374945287129803e-07,0.0,0.0,0.0,1.51874726435649e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.074989057425961e-07,0.0,0.0,3.0374945287129803e-07,0.0,3.0374945287129803e-07,0.0,9.11248358613894e-07,0.0,0.0,6.074989057425961e-07,2.126246170099086e-06,0.0,6.074989057425961e-07,0.0,0.0,0.0,0.0,0.0,8.504984680396344e-06,0.0,0.0,6.074989057425961e-07,3.0374945287129803e-07,0.0,0.0
DOM024,0.026250925483360044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.123994464281809e-06,0.0,3.123994464281809e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.123994464281809e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM018,0.0028048746856800468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014077021237123e-07,0.0,5.014077021237123e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014077021237123e-07,0.0,1.8552084978577355e-05,0.0,0.0,0.0,5.014077021237123e-07,0.0,0.0,5.014077021237123e-07,0.0,0.0,5.014077021237123e-07,0.0,5.014077021237123e-07,5.014077021237123e-07,0.0002471939971469902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM014,0.005878030859662014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0614744060739646e-05,0.0,0.0,0.0,0.0,0.00012245897624295858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0614744060739646e-05,0.0,0.0,0.0,0.0,6.122948812147929e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOF010,0.0032135339594352385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4418951059538285e-05,0.0,0.0,3.907032169526126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.814064339052252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.953516084763063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8837902119076575e-06,0.0,4.8837902119076575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM019,0.0005320428986496722,0.0,0.0,0.0,7.688481194359421e-07,0.0,0.0,7.688481194359421e-07,8.457329313795365e-06,0.0,0.0,0.0,2.460313982195015e-05,0.0,0.0,3.844240597179711e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5376962388718843e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.306544358307826e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00014838768705113686,7.688481194359421e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLF009,0.003496293865392686,0.0,0.0,0.0,0.0,0.0,6.31099975702651e-06,6.31099975702651e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262199951405302e-05,0.0,0.0,3.155499878513255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.155499878513255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.155499878513255e-06,0.0,0.0,0.0,0.0,0.0
NOF001,0.0014212918068944535,0.0,0.0,0.0,4.753484303994828e-06,0.0,0.0,0.0,0.0,0.0,4.753484303994828e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.753484303994828e-06,0.0,0.0,0.004934116707546632,0.0,0.0,0.0,0.0,1.4260452911984484e-05,0.0,4.753484303994828e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM008,0.02098856169598493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.401040405951968e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.32031212178559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2005202029759835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.802080811903935e-06,0.0
DOM018,0.08630730583424265,0.0,3.3136491528158886e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.940947458447667e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3136491528158886e-07,0.0,2.9491477460061413e-05,0.0,0.0,0.0,0.0,2.6509193222527113e-06,0.0,0.0,3.3136491528158886e-07,0.0,0.0,0.0,0.0,1.988189491689533e-06,3.3136491528158886e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM022,0.0006876143321000308,0.0,0.0,3.774212457495881e-06,0.0,0.0,0.0,2.358882785934925e-07,0.0,0.0,0.0,0.0,0.0,2.358882785934925e-07,0.0,4.7177655718698513e-07,0.0,0.0,9.435531143739703e-07,0.0,4.7177655718698513e-07,0.0,0.0,0.0,0.0,2.358882785934925e-07,0.0,1.4153296715609552e-06,0.0,0.0,0.0,0.0,0.0,2.358882785934925e-07,0.0,0.0,0.0,0.0,0.0,2.3588827859349254e-06,2.358882785934925e-07,0.0,0.000126907893883299,0.0,4.7177655718698513e-07,0.0,0.0,0.0,0.0,0.0
DOM001,0.0028488301448283872,0.0,0.0,0.0,0.0,4.0863812279765034e-05,0.0,0.0,0.0,1.8943489136314915e-06,0.0,0.0,0.0,0.0,2.706212733759273e-07,5.412425467518547e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.5979642244089026e-05,0.0,5.412425467518547e-07,1.3531063668796363e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.706212733759273e-07,2.029659550319455e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.706212733759273e-07,0.0,0.0,0.0,0.0
DLM023,0.025612563393850988,0.0,1.2319951607230087e-06,0.0,0.0,0.0,0.0,0.0,3.079987901807522e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.079987901807522e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.079987901807522e-07,9.85596128578407e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.079987901807522e-07,0.0,6.159975803615044e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.079987901807522e-07,0.0,0.0,3.079987901807522e-07,0.0,0.0,0.0,0.0,0.0,0.0
NLM025,0.002236582882051184,0.0,0.0,0.0,9.517373966175252e-06,0.0,0.00015227798345880404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.517373966175252e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.517373966175252e-06,0.0,0.0,0.0,0.0001427606094926288,0.0,9.517373966175252e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.565636569557728e-05
NOM027,0.00032170658881687324,2.0314422944808297e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.540297166765899e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8467657222553e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.8467657222553e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8467657222553e-07,0.0,0.0,0.0,0.0,1.606686178362111e-05,0.0,0.0,0.0,0.0
NOF007,0.03315871373520282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7157013706144815e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9009909594301366e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.7157013706144815e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7157013706144815e-06,8.147104111843445e-06,0.0,2.7157013706144815e-06,0.0,0.0,0.0
NOM026,0.004059009933892733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039165885327035137,0.0,0.0,0.0032163499768565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1868450099101559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307915069371091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOF013,0.000648898074935711,0.0,0.0,0.0,0.0,0.0,0.0,8.011087344885319e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.0055436724426595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0055436724426595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0055436724426595e-06,8.011087344885319e-06,0.0,0.0,0.0,0.0,0.0
DOF014,0.02547478955767521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4363800265565424e-06,0.0,0.0,0.0,0.0,4.872760053113085e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.872760053113085e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4363800265565424e-06,0.0,0.0,0.0,0.0001608010817527318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM021,0.03852499043144294,0.0,2.6396019480262377e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6396019480262377e-06,0.0,0.0,2.6396019480262377e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918805844078713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6396019480262377e-06,0.0,0.0
DOM016,0.014346044125317304,0.0,1.7898994541880605e-07,0.0,0.0,0.0,6.712122953205227e-05,1.7898994541880605e-07,0.0,0.0,1.7898994541880605e-07,0.0,0.0,0.0,0.0,0.0,5.369698362564181e-07,0.0,0.0,0.0,0.0,7.159597816752242e-07,0.0,0.0,1.7898994541880605e-07,0.0,0.0,0.0,0.0,5.369698362564181e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.898143981659976e-05,0.0,0.0,0.0,0.0,3.579798908376121e-07,0.0,0.0,0.0,0.0,0.0,1.7898994541880605e-07,0.0,3.937778799213733e-05
NLF001,0.00016630687858293496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521838375801371e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLF002,0.0004524115274457193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4800886726593795e-06,0.0,0.0,0.0,0.0,3.4800886726593795e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM024,0.000840986056150837,0.0,0.0,1.8772010181938324e-07,0.0,0.0,3.7544020363876647e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8772010181938324e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.386005090969162e-07,1.8772010181938324e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.508804072775329e-07,0.0,0.0,1.558076845100881e-05,0.0,0.0,0.0,0.0,0.0,1.8772010181938324e-07,3.3789618327488985e-06
DLM003,0.029934072326535888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.039685874026437e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.039685874026437e-06,0.0,0.0,0.0,0.0,4.039685874026437e-06,0.0,0.0,0.0,1.6158743496105746e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2119057622079307e-05,0.0,4.039685874026437e-06,0.0,0.0,0.0,0.0
NOF009,0.02554865773921226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7957867251853698e-06,0.0,0.0,0.0,0.0,0.0,1.7957867251853698e-06,0.0,0.0,0.0,0.0,1.7957867251853698e-06,0.0,0.0,0.0,0.0,0.0,1.7957867251853698e-06,0.0,0.0,1.616208052666833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5915734503707396e-06,0.0,0.0
NOM009,0.0014953597944879432,1.582810049735849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.957025124339622e-07,0.0,0.0,0.0,3.957025124339622e-07,0.0,0.0,0.0,0.0,0.0,3.957025124339622e-07,0.0,0.0,0.0,1.7806613059528302e-05,0.0,0.0,0.0,0.0,0.00012306348136696224,0.0,0.0,0.0,3.957025124339622e-07,3.165620099471698e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.957025124339622e-07,0.0,0.0,0.0,3.957025124339622e-07,0.0,3.957025124339622e-07,0.0,0.0,0.0
NLF006,0.006594259115593484,0.0,0.0,0.0,0.0,0.0,0.00042316101276535715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.526341773044644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.526341773044644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004584244304958037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021158050638267858
NLF013,0.011736520346621556,0.0,0.0,3.3196210851708544e-07,3.3196210851708544e-07,0.0,0.0,0.0,0.0,2.323734759619598e-06,0.0,0.0,0.0,6.639242170341709e-07,3.3196210851708544e-07,0.0,0.0,0.0,3.3196210851708544e-07,0.0,3.3196210851708544e-07,0.0,0.0,1.82579159684397e-05,0.0,0.0,3.3196210851708544e-07,1.3278484340683415e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.958863255512564e-07,3.3196210851708544e-07,3.3196210851708544e-07,0.0,0.0,0.0,6.639242170341709e-07,0.0,3.3196210851708544e-07,0.0,0.0,0.0
DOF006,0.0001218279468332387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.977648491654288e-07,0.0,0.0,0.0,1.244412122913572e-07,0.0,0.0,1.244412122913572e-07,0.0,0.0,0.0,0.0,0.0,1.244412122913572e-07,0.0,0.0,0.0,1.244412122913572e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.244412122913572e-07,0.0,0.0,0.0,1.244412122913572e-06,0.0,0.0,0.0,0.0
DOF003,0.0019804601998587574,0.0,2.2214920918213768e-07,0.0,0.0,0.0,0.0,2.2214920918213768e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2214920918213768e-07,0.0,0.0,0.0,0.0,2.2214920918213768e-07,0.0,0.0,4.4429841836427537e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4429841836427537e-07,0.0,0.0,0.0,2.2214920918213768e-07,0.0,0.0,0.0,2.2214920918213768e-07,0.0,0.0,0.0,0.0,2.2214920918213768e-07,0.0,0.0,0.0,0.0
DOM019,0.011757909119026765,0.0,0.0,0.0,0.0,0.0,0.0,3.632347580792945e-07,0.0,0.0,1.8161737903964726e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.8161737903964726e-07,0.0,1.8161737903964726e-07,0.0,1.8161737903964726e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.9977911694361197e-06,1.8161737903964726e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8161737903964726e-07,0.0,0.0,0.0,1.8161737903964726e-07,0.0,0.0,0.0,1.8161737903964726e-07,0.0,1.8161737903964726e-07,0.0,0.0
DLF009,0.001012732752016069,3.512774027110887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.512774027110887e-07,0.0,0.0,0.0,2.985857923044255e-05,0.0,0.0,0.0,0.0,2.739963741146492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353558598164295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.512774027110887e-07,0.0,1.4051096108443549e-06,0.0,0.00011592154289465927,3.512774027110887e-07,0.0,0.0,0.0,0.0,0.0,7.728102859643953e-06,0.0
DOM013,0.03480327148949558,0.0,0.0,0.0,0.0,0.0,5.46194987240885e-07,0.0,5.46194987240885e-07,0.0,2.4578774425839834e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.730974936204425e-07,0.0,0.0,0.0,2.730974936204425e-07,0.0,0.0,0.0,0.0,2.730974936204425e-07,0.0,0.0,0.0,0.0,1.365487468102213e-06,5.46194987240885e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46194987240885e-07,2.730974936204425e-07,2.730974936204425e-07
DLF005,0.001278926012192428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1626600110840256e-05,7.75106674056017e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011239046773812246,0.0,0.0,0.0011975398114165462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75106674056017e-06,3.875533370280085e-06,0.0,0.0,0.0,0.0002015277352545644,0.0,0.0,0.0,0.0,3.875533370280085e-06,0.0,0.0
DOM026,0.0027860392491804863,0.0,0.0,0.0,0.0,5.654054183659881e-05,0.0,0.0,0.0,0.0,1.620072831994235e-07,0.0,1.620072831994235e-07,0.0,0.0,0.0,0.0,1.620072831994235e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296058265595388e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.620072831994235e-07,3.24014566398847e-07,0.0,0.0,0.0,0.0,1.620072831994235e-07,0.0,0.0,0.0
DOF004,0.03776775658402333,0.0,6.482065834381418e-06,0.0,0.0,0.0,0.0,0.0,5.581778912939554e-06,1.8005738428837268e-06,0.0,0.0,1.8005738428837268e-07,0.0,1.8005738428837268e-07,0.0,0.0,0.0,0.0,0.0,2.3407459957488453e-06,0.0,0.0,0.0,3.6011476857674537e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8005738428837268e-07,0.0,5.401721528651181e-07,0.0,0.0,0.0,9.002869214418634e-07,0.0,0.0,0.0,1.0803443057302362e-06,0.0,0.0,1.8005738428837268e-07,0.0
NLM027,0.0005752813681834597,7.2514458174385685e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00019313017360444719,0.0,0.0,0.0,0.0,9.668594423251423e-07,0.0,0.0,0.0,0.0,2.417148605812856e-07,2.417148605812856e-07,0.0,0.0,0.00037635003792506165,0.0,0.0,0.0,0.0,2.417148605812856e-07,0.0,0.0,2.417148605812856e-07,0.0,4.834297211625712e-07,2.417148605812856e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.417148605812856e-07,0.0,1.305260247138942e-05,0.0
NOM029,0.00016816431830142168,0.0,0.0,5.935211234167824e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.935211234167824e-06,0.0,0.0,0.0,0.0,0.0,1.978403744722608e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.978403744722608e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978403744722608e-06,0.0,0.00037985351898674066,0.0,0.0,0.0,0.0,1.978403744722608e-06,0.0,0.0
DLM012,0.00017165385976291626,0.0,4.577436260344435e-07,0.0,0.0,1.8767488667412177e-05,0.0,0.0,4.577436260344435e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.577436260344435e-07,0.0,0.0,4.577436260344435e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.492923512413321e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.577436260344435e-07,0.0,0.0,2.7464617562066606e-05,0.0,0.0,5.035179886378877e-06,0.0
DLF002,0.00016607493121355892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.488511654420512e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3465534963261532e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.488511654420512e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3465534963261532e-05,0.0,0.0,0.0,0.0,0.0,0.0
DLM010,0.010925580571166748,0.0,4.435523128924468e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5524330951235637e-06,0.0,0.0,6.653284693386703e-07,2.2177615644622336e-07,2.2177615644622336e-07,0.0,0.0,0.0,0.0,2.2177615644622336e-07,0.0,0.0,0.0,2.2177615644622336e-07,0.0,0.0,0.0,2.2177615644622336e-07,0.0,0.0,0.0,2.2177615644622336e-07,0.0,0.0,6.209732380494255e-06,0.0,0.0,2.2177615644622336e-07,0.0,0.0,2.2177615644622336e-07,0.0,0.0,0.0,0.0,0.0,0.0
DLM007,0.029607015328769564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932036536526663e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932036536526663e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM008,0.028728661689617626,0.0,0.0,0.0,1.9808362020793628e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9808362020793628e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.923344808317451e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1885017212476177e-06,0.0,1.980836202079363e-06,0.0,0.0,0.0,1.9808362020793628e-07,0.0,0.0,0.0,0.0
NLM004,0.00015971647411310724,5.829068398288586e-07,0.0,0.0,0.0,0.0,0.0,1.1658136796577172e-06,0.0,0.0,0.0,0.0,0.0,1.7487205194865756e-06,0.0,0.0,0.0,0.0,0.0,0.00039579374424379503,1.7487205194865755e-05,0.0,0.0,0.00017487205194865758,0.0,0.0,0.0,0.0,6.120521818203015e-05,0.0,1.1658136796577172e-06,0.0,1.8653018874523474e-05,0.0,0.0,5.829068398288586e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7487205194865756e-06,0.0,5.829068398288586e-07,5.829068398288586e-07,0.0,1.3406857316063749e-05
DLF010,0.005375005492171825,0.0,0.0,0.0,0.0,0.0,2.196868729770501e-05,0.0,0.0,0.0,7.322895765901668e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.322895765901668e-06,0.0,0.0,0.0,0.0,0.0,3.661447882950834e-05
NLF008,0.018795511680982827,0.0,0.0,6.436157819738665e-07,0.0,2.8104555812858843e-05,0.0,0.0,0.0,0.0,0.0,4.2907718798257774e-07,0.0,0.0,0.0,0.0,2.1453859399128887e-07,0.0,2.1453859399128887e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.716308751930311e-06,0.0,0.0,0.0,2.1453859399128887e-07,0.0,2.1453859399128887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1453859399128887e-07,0.0,0.0,0.0,4.2907718798257774e-07,0.0,0.0,0.0
