,OTU_1,OTU_499,OTU_4427,OTU_7494,OTU_6028,OTU_1526,OTU_6777,OTU_1906,OTU_5948,OTU_8405,OTU_202,OTU_6187,OTU_1733,OTU_3719,OTU_6395,OTU_4515,OTU_2979,OTU_1216,OTU_3520,OTU_2472,OTU_1264,OTU_6235,OTU_1494,OTU_16,OTU_2081,OTU_1714,OTU_5614,OTU_4123,OTU_5497,OTU_7036,OTU_6391,OTU_6033,OTU_2974,OTU_1732,OTU_5735,OTU_7793,OTU_4763,OTU_3111,OTU_2550,OTU_1167,OTU_253,OTU_4888,OTU_2311,OTU_2446,OTU_6029,OTU_4168,OTU_5034,OTU_7403,OTU_2912,OTU_2321
HD.74,0.039961693963089975,0.0,0.0,1.4451472677323182e-06,0.0,0.0,0.0,4.817157559107728e-07,0.0,0.0,0.0,0.0,8.189167850483137e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.152599362304682e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.817157559107728e-07,0.0,0.0,0.0,0.0,3.3720102913754095e-06,4.817157559107728e-07,0.0
LD.93,0.004463786646936363,0.0,2.2448009288088327e-07,0.0,0.0,0.0,0.0,0.0,2.2448009288088327e-07,0.0,0.0,0.0,0.0,4.4896018576176654e-07,0.0,0.0,8.979203715235331e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.918241207451482e-06,0.0,0.0,0.0,0.0,0.0,2.2448009288088327e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2448009288088327e-07,0.0,0.0,0.0,0.0,0.0,2.2448009288088327e-07,0.0,8.979203715235331e-07,0.0
HD.53,0.06318763352184985,2.1359224130455305e-07,0.0,0.0,0.0,8.543689652182122e-07,0.0,0.0,0.0,0.0,4.271844826091061e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1359224130455305e-07,0.0,0.0,2.1359224130455305e-07,8.543689652182122e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.543689652182122e-07,0.0,0.0,0.0,1.2601942236968633e-05
HD.29,0.012477667934860713,0.0,0.0,3.0255126352971434e-07,0.0,0.0,0.0,0.0,0.0,3.0255126352971434e-07,0.0,0.0,4.538268952945715e-07,0.0,0.0,0.0,0.0,7.563781588242858e-07,0.0,2.269134476472857e-06,0.0,0.0,0.0,0.0,0.0,1.3614806858837143e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07653790589143e-07,0.0,0.0,2.269134476472857e-06,0.0,0.0,2.707833808590943e-05,0.0,0.0,0.0,3.479339530591715e-06,0.0,0.0,0.0,3.0255126352971434e-07,0.0,0.0
HD.33,0.011857087660127651,8.40868566777367e-07,0.0,0.0,0.0,4.204342833886835e-07,0.0,4.204342833886835e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.204342833886835e-07,0.0,0.0,0.0,0.0,4.204342833886835e-07,4.204342833886835e-07,0.0,0.0,0.0,0.0,8.40868566777367e-07,0.0,0.0,0.0,0.0,1.0510857084717086e-05,0.0,0.0,0.0,0.0,4.204342833886835e-07,4.204342833886835e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.204342833886835e-07,0.0,0.0,0.0,0.0,0.0,1.177215993488314e-05
LD.69,0.00021862004742476666,0.0,5.597031424085168e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.716437708902203e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.126871941152364e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1194062848170336e-07,0.0,0.0,7.388081479792422e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.80,0.003416583471009094,0.0,0.0,0.0,0.0,0.0,6.810012898164429e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.129011608347986e-06,0.0,0.0,0.0,0.0,6.810012898164429e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.810012898164429e-07,0.0,0.0,6.810012898164429e-07,0.0,0.0,0.0,0.0,0.0,6.810012898164429e-07,0.0,6.810012898164429e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.67,0.039642876303118885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.895465149252542e-07,0.0,0.0,0.0,5.7775558462674917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.895465149252542e-07,0.0,0.0,0.0,5.895465149252542e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010493927965669528,0.0,0.0,0.0,0.0,0.0,0.0
HD.50,0.0016079923978443444,0.0,0.0,0.0,0.0,0.0,1.1823473513561357e-06,0.0,0.0,0.0,0.0,0.0,1.6890676447944795e-07,1.6890676447944795e-07,0.0,1.6890676447944795e-07,0.0,0.0,5.067202934383438e-07,0.0,1.5201608803150313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6890676447944795e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.6890676447944795e-07,2.3646947027122713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.7,0.005263278034527807,0.0,0.0,0.0,0.0,2.048537461311907e-06,0.0,0.0,0.0,0.0,2.926482087588438e-07,0.0,8.779446262765316e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1705928350353753e-06,0.0,0.0,0.0,0.0,0.0,2.926482087588438e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.35,0.0010921444108641931,0.0,0.0,0.0,0.0,0.0,8.900932443880957e-08,0.0,0.0,3.0263170309195253e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7801864887761914e-07,0.0,0.0,0.0,0.0,0.0,8.900932443880957e-08,0.0,8.900932443880957e-08,0.0,8.900932443880957e-08,0.0,1.7801864887761914e-07,0.0,0.0,5.340559466328572e-07,0.0,0.0,0.0,0.0,0.0,7.387773928421193e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900932443880957e-08,0.0,0.0,0.0,0.0
LD.62,5.8742355699731396e-05,0.0,0.0,0.0,3.281695849147005e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.845087547441016e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.563391698294011e-07,0.0,0.0,0.0,0.0,0.0,3.281695849147005e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.219730868123411e-06,0.0,0.0,0.0,0.0,0.0
HD.58,0.007351224653017672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.486125554809994e-07,0.0,0.0,0.0,0.0,2.486125554809994e-07,0.0,0.0,0.0,5.2208636651009884e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.486125554809994e-07,0.0,0.0,0.0,2.486125554809994e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.73,0.05465167044638403,0.0,0.0,0.0,0.0,8.491096731281554e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4151827885469255e-07,0.0,0.0,0.0,0.0,2.8303655770938515e-07,0.0,0.0,0.0,0.0,1.4151827885469255e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4151827885469255e-07,0.0,0.0,0.0,0.0,1.4151827885469255e-07,0.0,0.0,0.0,1.4151827885469255e-07,0.0,0.0,0.0,0.0
LD.46,0.0008935826457342799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3689889865702015e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951911892561612e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.475955946280806e-07,0.0,8.054562554338686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.847811409524757e-05
LD.85,0.0960204193119408,0.0,0.0,0.0,1.300083530366826e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.750240952981229e-07,0.0,0.0,5.000321270641639e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2500803176604096e-07,0.0,0.0,0.0,0.0,1.6251044129585326e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5001606353208193e-07,0.0,0.0,0.0
HD.23,0.009887259644217852,0.0,0.0,1.2779662372274122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.128330265910088e-07,0.0,3.651332106364034e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.825666053182017e-07,1.825666053182017e-07,0.0,0.0,0.0,1.0953996319092104e-06,0.0,0.0,1.0953996319092104e-06,0.0,0.0,0.0,0.0,7.302664212728068e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2944315542278506e-06
LD.58,0.06354051698315852,0.0,0.0,0.0,0.0,1.0794094550871219e-06,0.0,0.0,0.0,0.0,0.0,2.6985236377178047e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0794094550871219e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.397047275435609e-07,0.0,0.0,0.0,0.0,1.6191141826306828e-06,0.0,0.0,0.0,2.1588189101742438e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952913461045466e-05
HD.24,0.0379748083769427,0.0,0.0,0.0,0.0,0.0,0.0,5.801046160664615e-07,0.0,5.801046160664615e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.160209232132923e-06,1.7403138481993843e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.38,0.014119072107088253,0.0,0.0,0.0,2.0748390288010481e-07,0.0,0.0,2.0748390288010481e-07,2.0748390288010481e-07,0.0,0.0,0.0,0.0,4.1496780576020963e-07,0.0,1.2449034172806287e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0748390288010481e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0748390288010481e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.34,0.006053942484056695,9.305883458699093e-07,0.0,2.7917650376097284e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.8611766917398186e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.652941729349547e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.305883458699093e-07,0.0,9.305883458699093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.305883458699093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.19,0.013414341161835916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0677657535489863e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0677657535489863e-06,0.0,1.0677657535489863e-06,0.0,1.0677657535489863e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.1,0.03258270345969945,2.249347857822321e-07,0.0,0.0,0.0,2.249347857822321e-07,0.0,0.0,0.0,2.249347857822321e-07,0.0,0.0,1.1246739289111604e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0122065360200444e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.748043573466962e-07,0.0,0.0,0.0,2.249347857822321e-06,0.0,2.249347857822321e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6992174293867853e-06,0.0,2.249347857822321e-07,0.0,0.0
LD.84,0.008526414822048772,0.0,0.0,0.0,0.0,0.0,4.049976165890264e-07,0.0,0.0,0.0,0.0,2.699984110593509e-07,0.0,0.0,0.0,0.0,0.0,1.3499920552967546e-07,4.049976165890264e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3499920552967546e-07,0.0,0.0,2.699984110593509e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3499920552967546e-07,0.0,1.3499920552967546e-07,0.0,0.0,0.0,1.3499920552967546e-07,0.0
HD.22,0.08201014327863163,0.0,0.0,1.2855866453259285e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42793322662964e-07,0.0,1.2855866453259285e-06,0.0,0.0,1.9283799679888926e-06,0.0,0.0,0.0,0.0,0.0,5.7851399039666775e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.628111923173342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.73,0.003557958269765981,0.0,0.0,0.0,0.0,7.771861663971126e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.771861663971126e-07,0.0,0.0,0.0,0.0,2.3315584991913377e-06,0.0,3.885930831985563e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004220120883536321
LD.82,0.014126781116971366,0.0,3.8534591153768046e-07,0.0,3.8534591153768046e-07,0.0,0.0,7.706918230753609e-07,0.0,0.0,3.8534591153768046e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.706918230753609e-07,0.0,0.0,0.0,0.0,0.0,1.5413836461507218e-06,0.0,0.0,0.0,1.1560377346130415e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8534591153768046e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.82,0.0044857910497224495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.731352374501187e-06,9.104507915003956e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.731352374501187e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.35,0.011589777130247787,2.989213125515266e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576268876133584e-06,0.0,0.0,0.0,5.978426251030532e-07,0.0,0.0,6.576268876133584e-06,0.0,0.0,4.483819688272898e-06,0.0,1.1956852502061063e-06,0.0,0.0,0.0,0.0,5.978426251030532e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1956852502061063e-06,0.0,0.0,0.0,5.6197206759686985e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.12,0.01677687495380816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023911068216103887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1737334741912623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004043144261995749,0.0,0.0,0.0,0.0,0.0,0.0
HD.76,0.00031863103377451947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551063306176298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.700708870784199e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551063306176298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.401417741568396e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.11,0.019600791370366633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702029386190793e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4318264475717134e-06,0.0,0.0,0.0,0.0,2.702029386190793e-07,0.0,0.0,0.0,0.0,2.972232324809872e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.702029386190793e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702029386190793e-07,0.0,2.702029386190793e-07,0.0,0.0
LD.61,0.0001614374524834834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.793035510094868e-07,0.0,0.0,0.0,4.7202300120603275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.586071020189736e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.793035510094868e-07,2.793035510094868e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.12,0.02220542827906395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.585568677918236e-07,0.0,0.0,0.0,0.0,0.0,1.1171137355836472e-06,0.0,0.0,0.0,0.0,2.2342274711672945e-06,0.0,0.0,0.0,0.0,5.585568677918236e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.675670603375471e-06,0.0,0.0,0.0,0.0,5.585568677918236e-07,2.8486400257383008e-05
HD.64,0.0005396167401430131,0.0,0.0,0.0,0.0,0.0,0.0,7.33174918672572e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.665874593362861e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.665874593362861e-07,0.0,0.0,0.0,0.0,8.064924105398294e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.48,0.004223261947276303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7385512093476805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.466520518161621e-07,3.466520518161621e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.466520518161621e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00010399561554484862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.81,0.0006351055774278082,0.0,0.0,0.0,0.0,0.0,0.0,1.6227545894035342e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0284432367544177e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.056886473508836e-07,2.0284432367544177e-07,0.0,0.0,0.0,0.0,4.056886473508836e-06,0.0,0.0,2.0284432367544177e-07,0.0,0.0,0.0,0.0,2.2312875604298594e-06,0.0,0.0,0.0,2.2312875604298594e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.83,0.009452220351111698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8712741450792086e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.4098919015554464e-06,0.0,0.0,0.0,0.0,0.0,2.4356370725396053e-07,0.0,0.0,5.845528974095052e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3584015595871315e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871274145079211e-07,0.0,0.0,0.0,0.0,0.0,4.871274145079211e-07
HD.4,0.03626603692257509,0.0,0.0,0.0,0.0,1.109485714539311e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.321142859044834e-07,0.0,3.3284571436179335e-06,0.0,0.0,2.7737142863482774e-07,0.0,0.0,0.0,0.0,2.7737142863482774e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7737142863482774e-07,0.0,0.0,0.0,0.0,0.0,2.7737142863482774e-07,8.875885716314488e-06,0.0,0.0,0.0,0.0,0.0,0.0
LD.3,0.002902419725658657,0.0,0.0,0.0,0.0,0.0,1.008923168735085e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5223079218377125e-07,0.0,0.0,0.0,0.0,0.0,1.3872693570107422e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2611539609188563e-07,0.0,0.0,0.0,1.2611539609188563e-07,0.0,0.0,0.0,0.0,1.2611539609188563e-07,0.0,0.0,1.3872693570107422e-06,0.0,1.2611539609188566e-06,0.0,0.0,0.0,2.5223079218377125e-07,0.0,1.2611539609188563e-07,0.0
LD.29,0.0006343575074448901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.526311804988582e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6105247219954327e-06,0.0,6.526311804988582e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.8,0.03155169094548508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4939416798242694e-07,0.0,0.0,0.0,0.0,5.6252461045170726e-05,0.0,0.0,0.0,0.0,0.0,1.065652212346402e-05,0.0,0.0,0.0,0.0,0.0,1.0481825039472807e-06,1.0481825039472807e-06,0.0,0.0,5.275851936534646e-05,0.0,0.0,0.0,0.0,0.0,3.4939416798242694e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.42,0.012440053609924987,0.0,0.0,3.2209760265975316e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6104880132987658e-07,0.0,3.2209760265975316e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.441952053195063e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.662928079792595e-07,0.0,0.0,9.662928079792595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3206001709049879e-05
HD.62,0.007209977783375536,1.6951491273541806e-07,0.0,1.3561193018833449e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.390298254708361e-07,0.0,0.0,0.0,2.373208778295853e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.695149127354181e-06,3.390298254708361e-07,0.0,0.0,6.780596509416722e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40738773112087e-06,0.0,3.390298254708361e-07,0.0,3.390298254708361e-07,0.0,0.0
LD.94,0.006601792410078858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0191096650322412e-06,0.0,0.0,1.6985161083870687e-07,0.0,0.0,0.0,6.794064433548275e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.794064433548275e-07,0.0,4.076438660128965e-06,0.0,3.057328995096724e-06,0.0,0.0,0.0,0.0,0.0,0.0
HD.28,0.07372383304968277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7224482989155776e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7224482989155776e-07,0.0,0.0,0.0,0.0,0.0,1.8612241494577888e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.444896597831153e-07,0.0,0.0,1.4889793195662306e-06,0.0,0.0,0.0,0.0
LD.63,0.00020693656362767924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7511159569972075e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.251859928328678e-07,0.0,0.0,1.2503719856657355e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875855567031192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0628161878158753e-05
LD.78,0.007364414377484338,0.0,0.0,0.0,3.305837580232678e-07,0.0,0.0,0.0,1.0909264014767835e-05,0.0,0.0,0.0,0.0,2.3802030577675283e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.917512740698033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.917512740698034e-07,0.0,0.0,3.305837580232678e-07,6.611675160465356e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.23,0.000977139650919835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.319756284918629e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.1065854283062093e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.1065854283062093e-07,3.1598781424593143e-07,0.0,9.479634427377943e-07,0.0,0.0,5.582451385011455e-06,0.0,0.0,6.319756284918629e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1598781424593143e-07,0.0,0.0,0.0,4.2131708566124186e-07,0.0
HD.63,0.023392746415129503,1.3785577473704698e-07,0.0,0.0,0.0,0.0,0.0,2.7571154947409396e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7571154947409396e-07,0.0,0.0,0.0,0.0,2.7571154947409396e-07,0.0,8.27134648422282e-07,0.0,0.0,1.0477038880015574e-05,0.0,0.0,0.0,0.0,1.1028461978963758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7571154947409396e-07,0.0,0.0,0.0,0.0
HD.71,0.012516925668458238,0.0,0.0,3.8423764944923377e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.837465937332376e-06,3.8423764944923377e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1527129483477013e-06,0.0,7.684752988984675e-07,0.0,0.0,5.763564741738506e-06,0.0,0.0,0.0,0.0,7.684752988984675e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1527129483477013e-06,0.0,3.8423764944923377e-07,0.0,0.0
HD.21,0.0020842480305622428,0.0,0.0,0.0,0.0,2.803669667153945e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.121467866861578e-06,0.0,0.0,1.9625687670077613e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.803669667153945e-07,0.0,0.0,0.0,2.803669667153945e-07,0.0,5.607339334307889e-07,0.0,0.0,0.0,0.0,0.0,1.878458676993143e-05,0.0,0.0,2.803669667153945e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
